"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"1983","GUGGENHEIM","Benjamin","Mr","46","1st Class Passenger","17593",79,4,NA,79.2,"Cherbourg","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/benjamin-guggenheim.html","https://www.encyclopedia-titanica.org/images/thumb/res_1057353351_Guggenheim_Ben.jpg","B. Guggenheim",NA,"Victim","GUGGENHEIM, Mr Benjamin
",46
"1984","HARRISON","William Henry","Mr","46","1st Class PassengerServant","112059",NA,NA,NA,NA,"Southampton","Secretary","https://www.encyclopedia-titanica.org/titanic-victim/william-harrison.html",NA,NA,"[110]","Victim","HARRISON, Mr William Henry
",46
"1985","HODGKINSON","Leonard","Mr","46","Engineering Crew",NA,NA,NA,NA,NA,"Belfast","Senior 4th. Engineer","https://www.encyclopedia-titanica.org/titanic-victim/leonard-hodgkinson.html","https://www.encyclopedia-titanica.org/files/1/leonard-hodgkinson.jpg","L. Hodgkinson",NA,"Victim","HODGKINSON, Mr Leonard
",46
"1986","JARVIS","Denzil John","Mr","46","2nd Class Passenger","237565",15,NA,NA,15,"Southampton","Engineer","https://www.encyclopedia-titanica.org/titanic-victim/denzil-john-jarvis.html","https://www.encyclopedia-titanica.org/files/2013/201304/admin/images/denzil-john-jarvis_medium.jpg","D. Jarvis",NA,"Victim","JARVIS, Mr Denzil John
",46
"1987","JONES","Charles Cresson","Mr","46","1st Class Passenger","694",26,NA,NA,26,"Southampton","Estate Manager","https://www.encyclopedia-titanica.org/titanic-victim/charles-cresson-jones.html",NA,NA,"[80]","Victim","JONES, Mr Charles Cresson
",46
"1988","KEANE","Nora Agnes","Miss","46","2nd Class Passenger","226593",12,7,NA,12.35,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/nora-keane.html","https://www.encyclopedia-titanica.org/files/admin/files/keane-thm.jpg","N. Keane","10","Victim","KEANE, Miss Nora Agnes
",46
"1989","LAKE","William","Mr","46","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/william-lake.html",NA,NA,NA,"Victim","LAKE, Mr William
",46
"1990","MCCAFFRY","Thomas Francis","Mr","46","1st Class Passenger","13050",75,4,NA,75.2,"Southampton","Banker","https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-mccaffry.html","https://www.encyclopedia-titanica.org/files/1/mccaffrey.jpg","T. McCaffry","[292]","Victim","MCCAFFRY, Mr Thomas Francis
",46
"1991","MCKANE","Peter Daniel","Mr","46","2nd Class Passenger","28403",26,NA,NA,26,"Southampton","Quarryman","https://www.encyclopedia-titanica.org/titanic-victim/peter-dan-mckane.html",NA,NA,NA,"Victim","MCKANE, Mr Peter Daniel
",46
"1992","MINTRAM","William","Mr","46","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/william-mintram.html","https://www.encyclopedia-titanica.org/files/1/mintram.jpg","W. Mintram",NA,"Victim","MINTRAM, Mr William
",46
"1993","NICHOLS","Arthur","Mr","46","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Steward","https://www.encyclopedia-titanica.org/titanic-victim/arthur-nichols.html",NA,NA,NA,"Victim","NICHOLS, Mr Arthur
",46
"1994","PORTER","Walter Chamberlain","Mr","46","1st Class Passenger","110465",52,NA,NA,52,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/walter-chamberlain-porter.html","https://www.encyclopedia-titanica.org/images/porter2_thm.jpg","W. Porter","[207]","Victim","PORTER, Mr Walter Chamberlain
",46
"1995","PROCTOR","Charles","Mr","46","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Chef","https://www.encyclopedia-titanica.org/titanic-victim/charles-proctor.html","https://www.encyclopedia-titanica.org/files/1/charles-proctor.jpg","C. Proctor",NA,"Victim","PROCTOR, Mr Charles
",46
"1996","ROSENSHINE","George","Mr","46","1st Class Passenger","17585",79,NA,NA,79,"Cherbourg","Merchant","https://www.encyclopedia-titanica.org/titanic-victim/george-rosenshine.html",NA,NA,"[16]","Victim","ROSENSHINE, Mr George
",46
"1997","ROTHSCHILD","Martin","Mr","46","1st Class Passenger","17603",59,8,NA,59.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/martin-rothschild.html",NA,NA,NA,"Victim","ROTHSCHILD, Mr Martin
",46
"1998","SWIFT","Margaret Welles","Mrs","46","1st Class Passenger","17466",25,18,NA,25.9,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/margaret-welles-swift.html","https://www.encyclopedia-titanica.org/images/ZG10h_Margaret_Swift_100.jpg","M. Swift","8","Victim","SWIFT, Mrs Margaret Welles
",46
"1999","THEISSINGER","Alfred","Mr","46","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bed Room Steward","https://www.encyclopedia-titanica.org/titanic-survivor/alfred-theissinger.html",NA,NA,NA,"Victim","THEISSINGER, Mr Alfred
",46
"2000","VANDERCRUYSSEN","Victor","Mr","46","3rd Class Passenger","345765",9,NA,NA,9,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/victor-vandercruyssen.html",NA,NA,NA,"Victim","VANDERCRUYSSEN, Mr Victor
",46
"2001","ASTOR","John Jacob","Colonel","47","1st Class Passenger","17757",247,10,NA,247.5,"Cherbourg","Property Developer / Real Estate","https://www.encyclopedia-titanica.org/titanic-victim/john-jacob-astor.html","https://www.encyclopedia-titanica.org/images/col_astor_1900_thm.jpg","J. Astor","[124]","Victim","ASTOR, Colonel John Jacob
",47
"2002","BARKWORTH","Algernon Henry","Mr","47","1st Class Passenger","27042",30,NA,NA,30,"Southampton","Justice of the Peace","https://www.encyclopedia-titanica.org/titanic-survivor/algernon-barkworth.html","https://www.encyclopedia-titanica.org/images/barkworth_a_thm.jpg","A. Barkworth","B","Victim","BARKWORTH, Mr Algernon Henry
",47
"2003","BENVILLE","Edward","Mr","47","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/e-benville.html",NA,NA,NA,"Victim","BENVILLE, Mr Edward
",47
"2004","CHAFFEE","Carrie Constance","Mrs","47","1st Class Passenger","5734",61,3,NA,61.15,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/carrie-constance-chaffee.html","https://www.encyclopedia-titanica.org/images/chaffee_c.jpg","C. Chaffee","4","Victim","CHAFFEE, Mrs Carrie Constance
",47
"2005","GEE","Arthur H.","Mr","47","1st Class Passenger","111320",38,10,NA,38.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-gee.html","https://www.encyclopedia-titanica.org/images/gee_ah_thm.jpg","A. Gee","[275]","Victim","GEE, Mr Arthur H.
",47
"2006","GOLDENBERG","Samuel Levi","Mr","47","1st Class Passenger","17453",89,2,NA,89.1,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/samuel-goldenberg.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/samuel_goldenberg_nara_1916_146979_5780.jpg","S. Goldenberg","5","Victim","GOLDENBERG, Mr Samuel Levi
",47
"2007","HAMBLYN","Ernest William","Mr","47","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","2nd Class Bedroom Steward","https://www.encyclopedia-titanica.org/titanic-victim/ernest-william-hamblyn.html","https://www.encyclopedia-titanica.org/files/1/ernest-hamblyn.jpg","E. Hamblyn",NA,"Victim","HAMBLYN, Mr Ernest William
",47
"2008","HART","Benjamin","Mr","47","2nd Class Passenger","13529",26,5,NA,26.25,"Southampton","Builder","https://www.encyclopedia-titanica.org/titanic-victim/benjamin-hart.html",NA,NA,NA,"Victim","HART, Mr Benjamin
",47
"2009","LIGHT","W.","Mr","47","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/w-light.html",NA,NA,NA,"Victim","LIGHT, Mr W.
",47
"2010","MOORE","Clarence","Mr","47","1st Class Passenger","113796",42,8,NA,42.4,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/clarence-moore.html","https://www.encyclopedia-titanica.org/files/140923/thumbnails/larenacemooreportrait_140923_10951.jpg","C. Moore",NA,"Victim","MOORE, Mr Clarence
",47
"2011","NICHOLS","Albert William Stanley","Mr","47","Deck Crew",NA,NA,NA,NA,NA,"Belfast","Boatswain","https://www.encyclopedia-titanica.org/titanic-victim/alfred-nichols.html","https://www.encyclopedia-titanica.org/images/nichols_a.jpg","A. Nichols",NA,"Victim","NICHOLS, Mr Albert William Stanley
",47
"2012","PERREN","William Charles","Mr","47","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Boots Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/william-charles-perren.html",NA,NA,NA,"Victim","PERREN, Mr William Charles
",47
"2013","SAALFELD","Adolphe","Mr","47","1st Class Passenger","19988",30,10,NA,30.5,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-survivor/adolphe-saalfeld.html","https://www.encyclopedia-titanica.org/files/1/adolphe-saalfeld-thm.jpg","A. Saalfeld","3","Victim","SAALFELD, Mr Adolphe
",47
"2014","SAMUEL","Owen Wilmore","Mr","47","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/owen-wilmore-samuel.html",NA,NA,"[217]","Victim","SAMUEL, Mr Owen Wilmore
",47
"2015","STAP","Sarah Agnes","Miss","47","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Stewardess","https://www.encyclopedia-titanica.org/titanic-survivor/sarah-agnes-stap.html",NA,NA,"11","Victim","STAP, Miss Sarah Agnes
",47
"2016","WARE","John James","Mr","47","2nd Class Passenger","31352",21,NA,NA,21,"Southampton","Carpenter / Joiner","https://www.encyclopedia-titanica.org/titanic-victim/john-james-ware.html",NA,NA,NA,"Victim","WARE, Mr John James
",47
"2017","WILKES","Ellen","Mrs","47","3rd Class Passenger","363272",7,NA,NA,7,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/ellen-wilkes.html",NA,NA,"16","Victim","WILKES, Mrs Ellen
",47
"2018","WRIGHT","William","Mr","47","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Glory Hole Steward","https://www.encyclopedia-titanica.org/titanic-survivor/william-wright.html","https://www.encyclopedia-titanica.org/files/1/william-wright_thm.jpg","W. Wright","13","Victim","WRIGHT, Mr William
",47
"2019","ANDERSON","Walter Yuill","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bed Room Steward","https://www.encyclopedia-titanica.org/titanic-victim/walter-anderson.html",NA,NA,"[146]","Victim","ANDERSON, Mr Walter Yuill
",48
"2020","BAUMANN","John David","Mr","48","1st Class Passenger","17318",25,18,NA,25.9,"Cherbourg","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/john-d-baumann.html","https://www.encyclopedia-titanica.org/files/1/bauman.jpg","J. Baumann",NA,"Victim","BAUMANN, Mr John David
",48
"2021","BRANDEIS","Emil Franklin","Mr","48","1st Class Passenger","17591",50,9,NA,50.45,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/emil-brandeis.html","https://www.encyclopedia-titanica.org/images/brandeis_e.jpg","E. Brandeis","[208]","Victim","BRANDEIS, Mr Emil Franklin
",48
"2022","CHIBNALL","Edith Martha Bowerman","Mrs","48","1st Class Passenger","113505",55,NA,NA,55,"Southampton","Of Independent Means","https://www.encyclopedia-titanica.org/titanic-survivor/edith-martha-chibnall.html",NA,NA,"6","Victim","CHIBNALL, Mrs Edith Martha Bowerman
",48
"2023","DAVIES","Agnes","Mrs","48","2nd Class Passenger","33112",36,15,NA,36.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-agnes-mary-davies.html",NA,NA,"14","Victim","DAVIES, Mrs Agnes
",48
"2024","DOUGLAS","Mahala","Mrs","48","1st Class Passenger","17761",106,8,NA,106.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/mahala-douglas.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/mahala_douglas_nara_1920_146979_5792.jpg","M. Douglas","2","Victim","DOUGLAS, Mrs Mahala
",48
"2025","DUFF GORDON","Lucy Christiana, Lady","","48","1st Class Passenger","17485",56,18,NA,56.9,"Cherbourg","Dressmaker / Couturiere","https://www.encyclopedia-titanica.org/titanic-survivor/lady-duff-gordon.html","https://www.encyclopedia-titanica.org/files/143664/thumbnails/lucy_lady_duff_gordon_photographed_campbell_new_york_143664_1062.jpg","L. Duff Gordon","1","Victim","DUFF GORDON,  Lucy Christiana, Lady
",48
"2026","DUNFORD","William","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Hospital Steward","https://www.encyclopedia-titanica.org/titanic-victim/william-dunford.html",NA,NA,"[71]","Victim","DUNFORD, Mr William
",48
"2027","EGG","William Henry","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Third class steward","https://www.encyclopedia-titanica.org/titanic-victim/w-egg.html",NA,NA,NA,"Victim","EGG, Mr William Henry
",48
"2028","ELSBURY","William James","Mr","48","3rd Class Passenger","3902",7,5,NA,7.25,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/william-james-elsbury.html","https://www.encyclopedia-titanica.org/images/shorney_jc_thm.jpg","W. Elsbury",NA,"Victim","ELSBURY, Mr William James
",48
"2029","FLEGENHEIM","Antoinette","Mrs","48","1st Class Passenger","17598",31,13,NA,31.65,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/antoinette-flegenheim.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/antoinette_flegenheimer_first_class_passenger_on_the_titanic_1_11291.jpg","A. Flegenheim","7","Victim","FLEGENHEIM, Mrs Antoinette
",48
"2030","FLYNN","John","Mr","48","3rd Class Passenger","368323",6,19,NA,6.95,"Queenstown","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/john-flynn.html",NA,NA,NA,"Victim","FLYNN, Mr John
",48
"2031","FRöLICHER-STEHLI","Margaretha Emerentia","Mrs","48","1st Class Passenger","13567",79,4,NA,79.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/margaretha-frolicher-stehli.html","https://www.encyclopedia-titanica.org/files/1/gritli-frolicher-stehli-thm.jpg","M. Frölicher-Stehli","5","Victim","FRöLICHER-STEHLI, Mrs Margaretha Emerentia
",48
"2032","HARPER","Henry Sleeper","Mr","48","1st Class Passenger","17572",76,14,NA,76.7,"Cherbourg","Of Independent Means","https://www.encyclopedia-titanica.org/titanic-survivor/henry-sleeper-harper.html",NA,NA,"3","Victim","HARPER, Mr Henry Sleeper
",48
"2033","HART","Emily Esther Louisa","Mrs","48","2nd Class Passenger","13529",26,5,NA,26.25,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/esther-hart.html",NA,NA,"14","Victim","HART, Mrs Emily Esther Louisa
",48
"2034","JENSEN","Niels Rasmus","Mr","48","3rd Class Passenger","350048",7,1,NA,7.05,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/niels-peder-rasmus-jensen.html","https://www.encyclopedia-titanica.org/files/1/niels-jensen_p.jpg","N. Jensen",NA,"Victim","JENSEN, Mr Niels Rasmus
",48
"2035","KINGSCOTE","William Ford","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/william-ford-kingscote.html",NA,NA,NA,"Victim","KINGSCOTE, Mr William Ford
",48
"2036","KNIGHT","George","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/george-knight.html",NA,NA,"13","Victim","KNIGHT, Mr George
",48
"2037","MCCARTHY","William","Mr","48","Deck Crew",NA,NA,NA,NA,NA,"Southampton","Able Seaman","https://www.encyclopedia-titanica.org/titanic-survivor/william-mccarthy.html","https://www.encyclopedia-titanica.org/images/mccarthywm_thm.jpg","W. McCarthy","4","Victim","MCCARTHY, Mr William
",48
"2038","MEO (MARTINO)","Alfonzo","Mr","48","3rd Class Passenger","11206",8,1,NA,8.05,"Southampton","Musician","https://www.encyclopedia-titanica.org/titanic-victim/alfonzo-meo-martino.html",NA,NA,"[201]","Victim","MEO (MARTINO), Mr Alfonzo
",48
"2039","MILLING","Jacob Christian","Mr","48","2nd Class Passenger","234360",13,NA,NA,13,"Southampton","Machine Inspector","https://www.encyclopedia-titanica.org/titanic-victim/jacob-christian-milling.html",NA,NA,"[271]","Victim","MILLING, Mr Jacob Christian
",48
"2040","NICHOLS","Emily","Mrs","48","1st Class PassengerCross Channel Passenger","103",4,NA,NA,4,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-biography/e-nichols.html",NA,NA,NA,"Victim","NICHOLS, Mrs Emily
",48
"2041","ROBINS","Charity","Mrs","48","3rd Class Passenger","3337",14,10,NA,14.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/charity-robins.html",NA,NA,"[7]","Victim","ROBINS, Mrs Charity
",48
"2042","ROUSSEAU","Pierre","Mr","48","Restaurant Staff",NA,NA,NA,NA,NA,"Southampton","Chef","https://www.encyclopedia-titanica.org/titanic-victim/pierre-rousseau.html","https://www.encyclopedia-titanica.org/images/rousseau_p.jpg","P. Rousseau",NA,"Victim","ROUSSEAU, Mr Pierre
",48
"2043","RYERSON","Emily Maria","Mrs","48","1st Class Passenger","17608",262,7,NA,262.35,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/emily-ryerson.html","https://www.encyclopedia-titanica.org/images/ryerson_couple_thm.jpg","E. Ryerson","4","Victim","RYERSON, Mrs Emily Maria
",48
"2044","SPENCER","Marie Eugenie","Mrs","48","1st Class Passenger","17569",146,10,NA,146.5,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/marie-eugenie-spencer.html",NA,NA,"6","Victim","SPENCER, Mrs Marie Eugenie
",48
"2045","SWAN","William","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","1st Class Bedroom Steward","https://www.encyclopedia-titanica.org/titanic-victim/w-swan.html",NA,NA,NA,"Victim","SWAN, Mr William
",48
"2046","TAYLOR","Elmer Zebley","Mr","48","1st Class Passenger","19996",52,NA,NA,52,"Southampton","Manufacturer","https://www.encyclopedia-titanica.org/titanic-survivor/elmer-zebley-taylor.html","https://www.encyclopedia-titanica.org/files/1/elmer-taylor.jpg","E. Taylor","5","Victim","TAYLOR, Mr Elmer Zebley
",48
"2047","WALKER","William Anderson","Mr","48","1st Class Passenger","36967",34,NA,NA,34,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/william-anderson-walker.html",NA,NA,NA,"Victim","WALKER, Mr William Anderson
",48
"2048","WALPOLE","James","Mr","48","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Chief Pantryman Steward","https://www.encyclopedia-titanica.org/titanic-victim/james-walpole.html","https://www.encyclopedia-titanica.org/files/2013/201301/admin/images/thumbnails/Titanic-James-Walpole_1_100x100.jpg","J. Walpole",NA,"Victim","WALPOLE, Mr James
",48
"2049","CASE","Howard Brown","Mr","49","1st Class Passenger","19924",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/howard-case.html","https://www.encyclopedia-titanica.org/files/1/howard-brown-case-thm.jpg","H. Case",NA,"Victim","CASE, Mr Howard Brown
",49
"2050","COUCH","Joseph Henry","Mr","49","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Greaser","https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-couch.html",NA,NA,NA,"Victim","COUCH, Mr Joseph Henry
",49
"2051","CULLEN","Charles James","Mr","49","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","1st Class Bedroom Steward","https://www.encyclopedia-titanica.org/titanic-survivor/charles-cullen.html","https://www.encyclopedia-titanica.org/files/1/charles-cullen-thm.jpg","C. Cullen","11","Victim","CULLEN, Mr Charles James
",49
"2052","DINENAGE","James Richard","Mr","49","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/james-richard-dinenage.html",NA,NA,NA,"Victim","DINENAGE, Mr James Richard
",49
"2053","DUFF GORDON","Cosmo Edmund","Sir","49","1st Class Passenger","11755",39,12,NA,39.6,"Cherbourg","Landowner","https://www.encyclopedia-titanica.org/titanic-survivor/sir-cosmo-duff-gordon.html","https://www.encyclopedia-titanica.org/files/143664/thumbnails/portrait_sir_cosmo_duff_gordon_143664_1059.jpg","C. Duff Gordon","1","Victim","DUFF GORDON, Sir Cosmo Edmund
",49
"2054","FARTHING","John","Mr","49","1st Class PassengerServant","17483",221,15,NA,221.75,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/john-farthing.html",NA,NA,NA,"Victim","FARTHING, Mr John
",49
"2055","FRAUENTHAL","Henry William","Dr","49","1st Class Passenger","17611",133,13,NA,133.65,"Southampton","Doctor","https://www.encyclopedia-titanica.org/titanic-survivor/henry-william-frauenthal.html","https://www.encyclopedia-titanica.org/images/frauenthaldrhenry_thm.jpg","H. Frauenthal","5","Victim","FRAUENTHAL, Dr Henry William
",49
"2056","HARPER","Myra Raymond","Mrs","49","1st Class Passenger","17572",76,14,NA,76.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/myra-harper.html",NA,NA,"3","Victim","HARPER, Mrs Myra Raymond
",49
"2057","ISMAY","Joseph Bruce","Mr","49","1st Class Passenger","112058",NA,NA,NA,NA,"Southampton","Shipowner","https://www.encyclopedia-titanica.org/titanic-survivor/j-bruce-ismay.html","https://www.encyclopedia-titanica.org/images/ismay_art.jpg","J. Ismay","C","Victim","ISMAY, Mr Joseph Bruce
",49
"2058","JOHNSON","August","Mr","49","3rd Class Passenger","370160",NA,NA,NA,NA,"Southampton","Seaman","https://www.encyclopedia-titanica.org/titanic-victim/alfred-johnson.html",NA,NA,NA,"Victim","JOHNSON, Mr August
",49
"2059","KELLY","Fanny Maria ","Mrs","49","2nd Class Passenger","223596",13,10,NA,13.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/fannie-kelly.html",NA,NA,"9","Victim","KELLY, Mrs Fanny Maria 
",49
"2060","LEADER","Alice May","Dr","49","1st Class Passenger","17465",25,18,NA,25.9,"Southampton","Doctor","https://www.encyclopedia-titanica.org/titanic-survivor/alice-leader.html","https://www.encyclopedia-titanica.org/images/leader_af.jpg","A. Leader","8","Victim","LEADER, Dr Alice May
",49
"2061","PENROSE","John Poole","Mr","49","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Bedroom Steward (1st Class)","https://www.encyclopedia-titanica.org/titanic-victim/john-poole-penrose.html",NA,NA,NA,"Victim","PENROSE, Mr John Poole
",49
"2062","ROMMETVEDT","Knud Paust","Mr","49","3rd Class Passenger","312993",7,15,NA,7.75,"Southampton","Ship's officer","https://www.encyclopedia-titanica.org/titanic-victim/knud-paust-rommetvedt.html",NA,NA,NA,"Victim","ROMMETVEDT, Mr Knud Paust
",49
"2063","SMITH","Marion Elsie","Miss","49","2nd Class Passenger","31418",13,NA,NA,13,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/marion-elsie-smith.html",NA,NA,"9","Victim","SMITH, Miss Marion Elsie
",49
"2064","TAYLOR","John Henry","Mr","49","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/john-taylor.html",NA,NA,NA,"Victim","TAYLOR, Mr John Henry
",49
"2065","TAYLOR","Juliet Cummins","Mrs","49","1st Class Passenger","19996",52,NA,NA,52,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/juliet-cummins-taylor.html","https://www.encyclopedia-titanica.org/files/1/juliet-taylor.jpg","J. Taylor","5","Victim","TAYLOR, Mrs Juliet Cummins
",49
"2066","THAYER","John Borland","Mr","49","1st Class Passenger","17421",110,17,NA,110.85,"Cherbourg","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/john-borland-thayer.html","https://www.encyclopedia-titanica.org/images/thumb/res_1058726617_Thayer.jpg","J. Thayer",NA,"Victim","THAYER, Mr John Borland
",49
"2067","WOOD","James Thomas","Mr","49","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Saloon Steward, 2nd Class","https://www.encyclopedia-titanica.org/titanic-victim/james-thomas-wood.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/sarah_widow_james_thomas_wood_1_2421.jpg","J. Wood",NA,"Victim","WOOD, Mr James Thomas
",49
"2068","BAXTER","Hélène","Mrs","50","1st Class Passenger","17558",247,10,NA,247.5,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/helene-baxter.html","https://www.encyclopedia-titanica.org/files/1/baxter-m.jpg","H. Baxter","6","Survivor","BAXTER, Mrs Hélène
",50
"2069","CHITTY","George Henry","Mr","50","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Baker","https://www.encyclopedia-titanica.org/titanic-victim/george-henry-chitty.html",NA,NA,NA,"Survivor","CHITTY, Mr George Henry
",50
"2070","DOUGLAS","Walter Donald","Mr","50","1st Class Passenger","17761",106,8,NA,106.4,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/walter-donald-douglas.html","https://www.encyclopedia-titanica.org/images/douglas_wd_01_thm.jpg","W. Douglas","[62]","Survivor","DOUGLAS, Mr Walter Donald
",50
"2071","HERMAN","Jane","Mrs","50","2nd Class Passenger","220845",65,NA,NA,65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jane-herman.html","https://www.encyclopedia-titanica.org/images/janeherman_thm.jpg","J. Herman","9","Survivor","HERMAN, Mrs Jane
",50
"2072","HERMAN","Samuel","Mr","50","2nd Class Passenger","220845",65,NA,NA,65,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/samuel-herman.html",NA,NA,NA,"Survivor","HERMAN, Mr Samuel
",50
"2073","HODGES","Henry Price","Mr","50","2nd Class Passenger","250643",13,NA,NA,13,"Southampton","Musical Instrument Vendor","https://www.encyclopedia-titanica.org/titanic-victim/henry-price-hodges.html","https://www.encyclopedia-titanica.org/files/2013/201301/admin/images/thumbnails/hodges_100x100.jpg","H. Hodges","[149]","Survivor","HODGES, Mr Henry Price
",50
"2074","ISHAM","Ann Elizabeth","Miss","50","1st Class Passenger","17595",28,14,NA,28.7,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/ann-elizabeth-isham.html","https://www.encyclopedia-titanica.org/images/isham_ae.jpg","A. Isham",NA,"Survivor","ISHAM, Miss Ann Elizabeth
",50
"2075","JULIAN","Henry Forbes","Mr","50","1st Class Passenger","113044",26,NA,NA,26,"Southampton","Metallurgist","https://www.encyclopedia-titanica.org/titanic-victim/henry-forbes-julian.html","https://www.encyclopedia-titanica.org/images/julian_hf_thm.jpg","H. Julian",NA,"Survivor","JULIAN, Mr Henry Forbes
",50
"2076","LEATHER","Elizabeth Mary","Mrs","50","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Stewardess","https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-may-leather.html",NA,NA,NA,"Survivor","LEATHER, Mrs Elizabeth Mary
",50
